Year,Month,Season,District,Best_Crop_To_Plant,Type_of_Crop,Soil_Type,Soil_PH_Low,Soil_PH_High,Crop_Duration_Min_Days,Crop_Duration_Max_Days,Rainfall_mm,Max_Temp_C,Min_Temp_C,Water_Required_Min_mm,Water_Required_Max_mm
2022,Nov,Samba/Thaladi,RAMANATHANPURAM,amaranthus,greenleafy,Silt Loam to loamy,6.5,7.5,70.0,75.0,250.52,31.59,23.25,1000.0,1000.0
2024,Nov,Samba/Thaladi,CUDDALORE,cowpea,pulses, well-drained sandy loams or sandy soils ,5.0,6.5,60.0,90.0,230.12,25.54,24.38,400.0,700.0
2022,Oct,Samba/Thaladi,THIRUNELVELI,safflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.4,8.2,120.0,125.0,295.8,34.76,22.1,550.0,725.0
2025,Mar,Navarai/Kodai,SIVAGANGAI,bhendi,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,55.0,65.0,1226.98,27.59,28.67,1200.0,2200.0
2023,Sep,Kuruvai/Sornavari,VELLORE,annual moringa,vegetables,Sandy loam,6.5,8.0,210.0,240.0,739.11,33.16,24.35,900.0,1200.0
2023,May,Navarai/Kodai,KRISHNAGIRI,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,288.0,24.63,21.91,500.0,900.0
2025,Mar,Navarai/Kodai,TANJORE,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,6.8,21.0,21.0,464.67,20.49,10.2,1000.0,1000.0
2022,Feb,Navarai/Kodai,NAMAKAL,cluster bean,vegetables,Sandy Loam,7.0,8.5,60.0,90.0,585.26,26.75,20.46,900.0,1200.0
2023,Jul,Kuruvai/Sornavari,DINDIGUL,panivaragu,millets,sandy loam to clays of black cotton soils,5.5,7.0,70.0,75.0,229.89,45.0,10.24,330.0,350.0
2023,Feb,Navarai/Kodai,TIRUVARUR,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,318.73,24.4,21.07,1000.0,1000.0
2022,Oct,Samba/Thaladi,THE NILGRIS,Rhubarb,minor vegetables,Sandy loam,6.0,6.8,56.0,70.0,345.28,25.37,10.0,900.0,1200.0
2023,Jul,Kuruvai/Sornavari,ERODE,lablab,vegetables,Well drained loamy soil,6.5,8.5,70.0,75.0,474.59,34.46,23.65,900.0,1200.0
2024,May,Navarai/Kodai,THIRUNELVELI,panivaragu,millets,sandy loam to clays of black cotton soils,5.5,7.0,70.0,75.0,86.37,42.6,12.4,330.0,350.0
2021,Jul,Kuruvai/Sornavari,KOLLI HILLS,amaranthus,greenleafy,Silt Loam to loamy,6.5,7.5,70.0,75.0,313.96,30.27,23.01,1000.0,1000.0
2024,Oct,Samba/Thaladi,SIVAGANGAI,small onion,bulbvegetables,Sandy loam,6.0,7.0,70.0,90.0,247.3,25.16,14.17,650.0,750.0
2025,Dec,Samba/Thaladi,DINDIGUL,bottle gourd,vegetables,Sandy loam,6.0,6.7,120.0,120.0,241.26,25.7,18.6,900.0,1200.0
2024,Nov,Samba/Thaladi,SALEM,rice,cereals,Alluvia or loamy and clayey soil,5.0,8.0,150.0,150.0,957.65,40.59,19.06,900.0,2500.0
2024,May,Navarai/Kodai,SALEM,Mint,minor vegetables,Loamy soil,6.5,7.0,100.0,120.0,589.75,25.53,21.0,1000.0,1100.0
2023,Feb,Navarai/Kodai,THIRUNELVELI,Turnip,minor vegetables,Loamy soil,5.5,6.8,42.0,56.0,584.6,21.89,13.86,900.0,1200.0
2024,Jul,Kuruvai/Sornavari,PERAMBALUR,watermelon,vegetables,Sandy,6.0,7.5,70.0,85.0,296.88,27.91,27.82,900.0,1200.0
2021,Jul,Kuruvai/Sornavari,THE NILGRIS,tinda,vegetables,Sandy loam,6.5,7.5,70.0,70.0,562.16,31.13,25.24,900.0,1200.0
2025,Jun,Kuruvai/Sornavari,MADURAI,Palak,minor vegetables,Sandy loam,6.5,7.0,37.0,45.0,785.41,33.8,14.14,900.0,1200.0
2022,Oct,Samba/Thaladi,DINDIGUL,fodder cowpea,forage crops,Well drained sandy loam and clayey loam soils ,5.0,6.5,50.0,65.0,153.72,28.81,21.8,300.0,350.0
2021,Nov,Samba/Thaladi,DINDIGUL,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,6.5,8.0,300.0,330.0,1234.95,26.65,19.97,1500.0,2500.0
2023,Apr,Navarai/Kodai,THE NILGRIS,Palak,minor vegetables,Sandy loam,6.5,7.0,37.0,45.0,555.04,30.58,10.27,900.0,1200.0
2025,Sep,Kuruvai/Sornavari,PUDUKKOTTAI,bellary onion,minor vegetables,Sandy loam,5.8,6.5,150.0,150.0,363.97,25.96,12.21,900.0,1200.0
2024,Jul,Kuruvai/Sornavari,DHARMAPURI,french bean,vegetables,Well drained loamy soil,5.5,6.0,40.0,50.0,330.3,27.19,14.77,900.0,1200.0
2024,Mar,Navarai/Kodai,THIRUVANNAMALAI,ragi,millets,"red, black, sandy, loamy and shallow black soils.",5.0,8.2,100.0,120.0,550.01,26.57,12.88,700.0,1200.0
2023,Dec,Samba/Thaladi,VILLUPURAM,sorghum,millets,well-drained loamy soils,6.0,7.5,95.0,105.0,308.67,39.1,16.54,450.0,650.0
2021,Apr,Navarai/Kodai,CAUVERY,muskmelon,vegetables,Sandy Loam,6.5,7.5,70.0,100.0,330.49,36.86,27.31,900.0,1200.0
2022,Oct,Samba/Thaladi,COIMBATORE,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",6.5,8.0,85.0,95.0,299.11,25.79,22.32,350.0,500.0
2025,Nov,Samba/Thaladi,DHARMAPURI,Chekurmanis,minor vegetables,Sandy loam,5.5,7.5,90.0,120.0,353.39,33.22,26.27,900.0,1200.0
2025,Jul,Kuruvai/Sornavari,CAUVERY,cluster bean,vegetables,Sandy Loam,7.0,8.5,60.0,90.0,460.92,26.34,20.88,900.0,1200.0
2024,May,Navarai/Kodai,THENI,watermelon,vegetables,Sandy,6.0,7.5,70.0,85.0,649.06,28.33,25.24,900.0,1200.0
2023,Jun,Kuruvai/Sornavari,ARIYALUR,ragi,millets,"red, black, sandy, loamy and shallow black soils.",5.0,8.2,100.0,120.0,641.15,26.28,14.35,700.0,1200.0
2021,May,Navarai/Kodai,THE NILGRIS,capsicum,vegetables,Loamy soil/ Lateritic soil,5.5,7.0,60.0,60.0,168.97,26.53,17.04,500.0,1200.0
2022,May,Navarai/Kodai,MADURAI,Mint,minor vegetables,Loamy soil,6.5,7.0,100.0,120.0,361.5,25.46,22.46,1000.0,1100.0
2025,Aug,Kuruvai/Sornavari,NAGAPATTINAM,paprika,vegetables,Sandy loam,5.8,6.5,160.0,180.0,503.05,29.03,23.94,700.0,1000.0
2023,Jul,Kuruvai/Sornavari,DHARMAPURI,Palak,minor vegetables,Sandy loam,6.5,7.0,37.0,45.0,379.43,31.49,10.77,900.0,1200.0
2024,Jul,Kuruvai/Sornavari,COIMBATORE,kudirai masi,forage crops,Well drained sandy loam and clayey loam soils ,6.5,7.5,45.0,55.0,116.68,31.19,24.78,300.0,350.0
2025,Oct,Samba/Thaladi,THIRUVALLUR,peas,vegetables,Sandy loam,6.5,7.5,60.0,70.0,348.4,30.08,12.65,900.0,1200.0
2021,Oct,Samba/Thaladi,CHENGLEPUT,gherkins,vegetables,Sandy loam,5.8,7.0,90.0,90.0,530.44,35.47,19.94,900.0,1200.0
2022,Jul,Kuruvai/Sornavari,JAWAD HILLS,niger,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.2,7.3,80.0,80.0,661.28,25.0,14.67,1000.0,1300.0
2025,Apr,Navarai/Kodai,SIVAGANGAI,maize,millets,temperate podzols to the leached red soils of the tropics. ,5.5,7.0,105.0,110.0,168.76,27.05,19.72,500.0,800.0
2021,Apr,Navarai/Kodai,CHENGLEPUT,annual moringa,vegetables,Sandy loam,6.5,8.0,210.0,240.0,777.04,31.79,24.73,900.0,1200.0
2025,May,Navarai/Kodai,THIRUVALLUR,Basella,minor vegetables,Sandy loam,5.5,8.0,70.0,70.0,300.35,28.05,15.69,900.0,1200.0
2023,Jun,Kuruvai/Sornavari,THIRUCHIRAPALLI,gherkins,vegetables,Sandy loam,5.8,7.0,90.0,90.0,560.89,30.24,15.78,900.0,1200.0
2023,Mar,Navarai/Kodai,NAGAPATTINAM,annual moringa,vegetables,Sandy loam,6.5,8.0,210.0,240.0,702.32,32.08,24.64,900.0,1200.0
2024,Mar,Navarai/Kodai,VIRUDHUNAGAR,Rhubarb,minor vegetables,Sandy loam,6.0,6.8,56.0,70.0,490.13,25.21,10.0,900.0,1200.0
2023,Apr,Navarai/Kodai,NAMAKAL,Asparagus,minor vegetables,Sandy loam,6.0,6.7,730.0,730.0,430.29,28.05,19.64,900.0,1200.0
2024,Mar,Navarai/Kodai,THIRUNELVELI,fieldlablab,pulses,Well drained loamy soil,6.2,7.0,105.0,105.0,194.04,27.49,20.72,650.0,1000.0
2021,Jan,Navarai/Kodai,ERODE,wheat,cereals,Well Drained,6.0,7.0,80.0,90.0,216.9,25.71,20.66,450.0,650.0
2024,May,Navarai/Kodai,CUDDALORE,swordbean,pulses, well-drained sandy loams or sandy soils ,5.0,6.0,110.0,120.0,267.42,37.44,12.42,900.0,1500.0
2024,Jun,Kuruvai/Sornavari,PERAMBALUR,Basella,minor vegetables,Sandy loam,5.5,8.0,70.0,70.0,403.44,27.35,18.82,900.0,1200.0
2022,Sep,Kuruvai/Sornavari,PUDUKKOTTAI,cumbu napier hybrid,forage crops,Well drained sandy loam and clayey loam soils ,5.0,8.6,45.0,55.0,218.53,25.51,22.85,800.0,1000.0
2023,Jan,Navarai/Kodai,KARUR,safflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.4,8.2,120.0,125.0,471.38,31.86,24.64,550.0,725.0
2023,Oct,Samba/Thaladi,THIRUCHIRAPALLI,maize,millets,temperate podzols to the leached red soils of the tropics. ,5.5,7.0,105.0,110.0,348.54,25.36,21.08,500.0,800.0
2021,Feb,Navarai/Kodai,COIMBATORE,thinai,millets,"alluvial,loamy ",5.5,7.0,85.0,90.0,130.75,25.43,18.5,500.0,900.0
2022,Sep,Kuruvai/Sornavari,CUDDALORE,colocasia,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,7.0,150.0,180.0,597.89,31.26,21.82,1000.0,1000.0
2022,Sep,Kuruvai/Sornavari,KARUR,vegetable cowpea,vegetables,Sandy loam,5.6,6.0,45.0,90.0,704.25,29.56,24.39,900.0,1200.0
2022,Nov,Samba/Thaladi,NAGAPATTINAM,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,6.5,8.0,300.0,330.0,1092.26,27.54,20.77,1500.0,2500.0
2023,Jul,Kuruvai/Sornavari,THIRUNELVELI,greengram,pulses,well-drained sandy loams or sandy soils ,6.5,7.5,100.0,100.0,395.42,31.78,24.72,850.0,1000.0
2024,Oct,Samba/Thaladi,THIRUVALLUR,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,6.5,8.0,300.0,330.0,1163.86,27.24,22.64,1500.0,2500.0
2021,Feb,Navarai/Kodai,CUDDALORE,dioscorea,Root&tuber,well-drained soil,6.0,6.5,270.0,300.0,361.8,30.04,30.0,1000.0,2000.0
2025,Jun,Kuruvai/Sornavari,THE NILGRIS,amaranthus,greenleafy,Silt Loam to loamy,6.5,7.5,70.0,75.0,460.99,31.17,23.96,1000.0,1000.0
2021,Dec,Samba/Thaladi,JAWAD HILLS,onion,vegetables, Any Loamy,5.8,6.5,100.0,120.0,93.06,26.57,24.89,350.0,550.0
2024,Dec,Samba/Thaladi,THIRUVANNAMALAI,small onion,bulbvegetables,Sandy loam,6.0,7.0,70.0,90.0,461.21,26.71,15.97,650.0,750.0
2025,Jun,Kuruvai/Sornavari,DHARMAPURI,peas,vegetables,Sandy loam,6.5,7.5,60.0,70.0,267.38,28.65,12.6,900.0,1200.0
2022,Feb,Navarai/Kodai,SIVAGANGAI,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",6.5,8.0,85.0,95.0,97.56,25.63,23.97,350.0,500.0
2022,Oct,Samba/Thaladi,KOLLI HILLS,Ceylon spinach,minor vegetables,Sandy loam,6.5,7.0,40.0,50.0,516.64,24.77,11.84,900.0,1200.0
2023,Nov,Samba/Thaladi,ARIYALUR,Cabbage,colecrops,LoamySandy,6.0,6.5,80.0,180.0,99.42,27.69,10.5,380.0,500.0
2021,Jul,Kuruvai/Sornavari,NAMAKAL,sorghum,millets,well-drained loamy soils,6.0,7.5,95.0,105.0,340.6,36.44,19.78,450.0,650.0
2025,Sep,Kuruvai/Sornavari,DINDIGUL,redgram,pulses,deep loam soils,6.5,7.0,120.0,150.0,923.74,29.75,18.26,600.0,1400.0
2022,Jul,Kuruvai/Sornavari,DINDIGUL,fodder maize,forage crops,Well drained sandy loam and clayey loam soils ,5.5,8.0,60.0,70.0,198.71,43.12,10.85,500.0,480.0
2025,Jul,Kuruvai/Sornavari,CAUVERY,Basella,minor vegetables,Sandy loam,5.5,8.0,70.0,70.0,735.69,30.05,15.91,900.0,1200.0
2023,May,Navarai/Kodai,VELLORE,maize,millets,temperate podzols to the leached red soils of the tropics. ,5.5,7.0,105.0,110.0,250.68,26.9,21.82,500.0,800.0
2024,Sep,Kuruvai/Sornavari,THIRUPPUR,broadbean,vegetables,Well drained loamy soil,5.5,6.0,80.0,100.0,265.97,24.86,13.84,900.0,1200.0
2023,Jun,Kuruvai/Sornavari,ARIYALUR,curry leaf,greenleafy,Red sandy loam,5.2,5.5,90.0,85.0,261.99,37.19,29.53,1000.0,1000.0
2021,Apr,Navarai/Kodai,THIRUNELVELI,bitter gourd,vegetables,Well drained loamy soil,6.5,7.0,55.0,60.0,384.06,28.8,26.03,900.0,1200.0
2025,Jan,Navarai/Kodai,TANJORE,elephant foot yam,Root&tuber,Rich red loamy soil,5.5,7.0,240.0,240.0,390.65,35.22,27.45,1000.0,1500.0
2024,Nov,Samba/Thaladi,THIRUVANNAMALAI,Cabbage,colecrops,LoamySandy,6.0,6.5,80.0,180.0,125.7,28.47,10.58,380.0,500.0
2025,Sep,Kuruvai/Sornavari,VIRUDHUNAGAR,tinda,vegetables,Sandy loam,6.5,7.5,70.0,70.0,525.83,29.95,28.32,900.0,1200.0
2021,Jul,Kuruvai/Sornavari,PUDUKKOTTAI,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.5,8.0,85.0,90.0,118.97,34.56,27.31,350.0,400.0
2022,Jan,Navarai/Kodai,KANCHEEPURAM,Lettuce,minor vegetables,Sandy loam,6.0,6.5,45.0,55.0,718.33,24.22,19.16,900.0,1200.0
2025,Mar,Navarai/Kodai,THENI,Asparagus,minor vegetables,Sandy loam,6.0,6.7,730.0,730.0,698.2,29.03,19.85,900.0,1200.0
2023,Jun,Kuruvai/Sornavari,KRISHNAGIRI,watermelon,vegetables,Sandy,6.0,7.5,70.0,85.0,559.3,28.41,28.75,900.0,1200.0
2023,Feb,Navarai/Kodai,NAMAKAL,Chakravathi keerai,minor vegetables,Sandy loam,4.5,8.3,100.0,100.0,570.65,25.36,13.76,900.0,1200.0
2025,Oct,Samba/Thaladi,VELLORE,elephant foot yam,Root&tuber,Rich red loamy soil,5.5,7.0,240.0,240.0,541.31,32.55,26.02,1000.0,1500.0
2023,May,Navarai/Kodai,THOOTHUKUDI,capsicum,vegetables,Loamy soil/ Lateritic soil,5.5,7.0,60.0,60.0,548.32,26.66,13.57,500.0,1200.0
2023,Jun,Kuruvai/Sornavari,SALEM,brinjal,vegetables,Loamy soil/ Lateritic soil,6.0,7.5,100.0,150.0,357.81,28.24,17.96,900.0,1200.0
2021,Sep,Kuruvai/Sornavari,VELLORE,Phaseolus lunatus,minor vegetables,Sandy loam,6.0,6.8,90.0,90.0,1128.66,25.3,18.49,900.0,2000.0
2023,May,Navarai/Kodai,CHENGLEPUT,jute,fibre crop,Sandy and Clay Loam,6.0,7.5,120.0,140.0,328.24,33.82,25.7,1000.0,1300.0
2022,Feb,Navarai/Kodai,THIRUVALLUR,brinjal,vegetables,Loamy soil/ Lateritic soil,6.0,7.5,100.0,150.0,325.45,26.96,17.92,900.0,1200.0
2023,Nov,Samba/Thaladi,ERODE,samai,millets,Loamy Soil,8.5,9.0,80.0,100.0,166.37,35.56,28.66,480.0,750.0
2021,Oct,Samba/Thaladi,THENI,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,333.31,24.15,21.24,500.0,900.0
2021,Apr,Navarai/Kodai,THIRUVALLUR,carrot,Root&tuber,light or sandy loam soil,6.0,7.0,75.0,75.0,575.91,23.2,14.31,1000.0,1000.0
2023,Mar,Navarai/Kodai,THIRUCHIRAPALLI,amaranthus,greenleafy,Silt Loam to loamy,6.5,7.5,70.0,75.0,482.92,28.15,19.1,1000.0,1000.0
2025,Aug,Kuruvai/Sornavari,NAMAKAL,Bread fruit,minor vegetables,Sandy loam,6.1,7.4,100.0,100.0,1213.21,35.84,19.66,2030.0,2540.0
2023,Nov,Samba/Thaladi,COIMBATORE,fodder maize,forage crops,Well drained sandy loam and clayey loam soils ,5.5,8.0,60.0,70.0,205.63,40.48,10.6,500.0,480.0
2023,Sep,Kuruvai/Sornavari,MADURAI,french bean,vegetables,Well drained loamy soil,5.5,6.0,40.0,50.0,627.88,28.19,10.17,900.0,1200.0
2022,Jun,Kuruvai/Sornavari,TANJORE,bellary onion,minor vegetables,Sandy loam,5.8,6.5,150.0,150.0,362.34,25.05,11.62,900.0,1200.0
2021,Mar,Navarai/Kodai,NAGAPATTINAM,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",7.0,8.0,135.0,140.0,213.68,27.85,25.91,700.0,1300.0
2021,Apr,Navarai/Kodai,KRISHNAGIRI,tapoica,Root&tuber,Red lateritic loam,5.5,7.0,270.0,300.0,533.21,28.75,24.04,1000.0,1000.0
2025,Jun,Kuruvai/Sornavari,KRISHNAGIRI,Phaseolus lunatus,minor vegetables,Sandy loam,6.0,6.8,90.0,90.0,693.72,25.03,15.05,900.0,2000.0
2024,May,Navarai/Kodai,DHARMAPURI,rice,cereals,Alluvia or loamy and clayey soil,5.0,8.0,150.0,150.0,278.18,37.11,19.99,900.0,2500.0
2025,Feb,Navarai/Kodai,KRISHNAGIRI,fodder maize,forage crops,Well drained sandy loam and clayey loam soils ,5.5,8.0,60.0,70.0,203.03,41.97,10.95,500.0,480.0
2023,Jan,Navarai/Kodai,KARUR,vegetable cowpea,vegetables,Sandy loam,5.6,6.0,45.0,90.0,474.45,27.93,18.27,900.0,1200.0
2022,Apr,Navarai/Kodai,PUDUKKOTTAI,guinea grass,forage crops,Well drained sandy loam and clayey loam soils ,5.0,7.0,45.0,55.0,318.51,33.74,17.82,1000.0,480.0
2022,Mar,Navarai/Kodai,SALEM,wheat,cereals,Well Drained,6.0,7.0,80.0,90.0,372.41,25.29,24.67,450.0,650.0
2025,Sep,Kuruvai/Sornavari,VILLUPURAM,cauliflower,colecrops,LoamySandy,6.5,6.8,55.0,100.0,277.98,30.26,10.0,380.0,500.0
2023,Sep,Kuruvai/Sornavari,ERODE,Turnip,minor vegetables,Loamy soil,5.5,6.8,42.0,56.0,569.37,23.71,13.83,900.0,1200.0
2022,Jun,Kuruvai/Sornavari,NAGAPATTINAM,tomato,vegetables,Sandy loam,6.5,7.5,90.0,140.0,363.95,25.99,17.57,600.0,800.0
2021,Jan,Navarai/Kodai,NAMAKAL,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.0,6.7,90.0,90.0,642.8,27.09,22.29,900.0,1200.0
2024,Jan,Navarai/Kodai,CHENGLEPUT,fodder maize,forage crops,Well drained sandy loam and clayey loam soils ,5.5,8.0,60.0,70.0,199.7,43.03,12.08,500.0,480.0
2022,Oct,Samba/Thaladi,ERODE,samai,millets,Loamy Soil,8.5,9.0,80.0,100.0,256.85,37.12,25.58,480.0,750.0
2021,Dec,Samba/Thaladi,PERAMBALUR,fodder maize,forage crops,Well drained sandy loam and clayey loam soils ,5.5,8.0,60.0,70.0,242.73,43.33,10.24,500.0,480.0
2022,Oct,Samba/Thaladi,KARUR,soundal,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,40.0,80.0,278.65,36.37,21.64,500.0,480.0
2024,Jun,Kuruvai/Sornavari,DHARMAPURI,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,6.5,7.0,140.0,150.0,378.39,44.82,13.74,500.0,700.0
2021,Nov,Samba/Thaladi,VIRUDHUNAGAR,ash gourd,vegetables,Sandy loam,6.0,6.7,120.0,120.0,773.14,30.07,28.07,900.0,1200.0
2024,Sep,Kuruvai/Sornavari,KANCHEEPURAM,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,6.5,7.0,140.0,150.0,188.69,43.07,13.81,500.0,700.0
2025,Sep,Kuruvai/Sornavari,DHARMAPURI,sorghum,millets,well-drained loamy soils,6.0,7.5,95.0,105.0,416.05,36.27,19.03,450.0,650.0
2023,Mar,Navarai/Kodai,CHENGLEPUT,Basella,minor vegetables,Sandy loam,5.5,8.0,70.0,70.0,463.45,30.45,14.16,900.0,1200.0
2022,Aug,Kuruvai/Sornavari,THIRUCHIRAPALLI,tobacco,other crops,Well drained sandy loam and clayey loam soils ,7.5,8.5,90.0,100.0,292.59,32.26,28.07,800.0,1000.0
2025,Sep,Kuruvai/Sornavari,SIVAGANGAI,sweet potato,Root&tuber,well-drained soil,5.7,6.7,90.0,120.0,287.82,25.39,22.17,1000.0,1000.0
2025,Jun,Kuruvai/Sornavari,THIRUNELVELI,soundal,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,40.0,80.0,175.82,33.63,23.45,500.0,480.0
2024,May,Navarai/Kodai,KARUR,ribbed gourd,vegetables,Sandy Loam,6.5,7.5,125.0,125.0,228.5,31.62,23.85,900.0,1200.0
2021,Jul,Kuruvai/Sornavari,HILLY REGIONS OF SHEVROY,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.0,6.7,90.0,90.0,333.88,26.62,22.13,900.0,1200.0
2025,Jun,Kuruvai/Sornavari,ARIYALUR,vegetable cowpea,vegetables,Sandy loam,5.6,6.0,45.0,90.0,434.1,25.09,18.77,900.0,1200.0
2021,Sep,Kuruvai/Sornavari,VIRUDHUNAGAR,chillies,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,120.0,120.0,314.89,28.68,27.82,500.0,500.0
2023,Aug,Kuruvai/Sornavari,NAMAKAL,amaranthus,greenleafy,Silt Loam to loamy,6.5,7.5,70.0,75.0,306.83,31.79,20.0,1000.0,1000.0
2022,Dec,Samba/Thaladi,THIRUNELVELI,annual moringa,vegetables,Sandy loam,6.5,8.0,210.0,240.0,713.05,34.65,26.01,900.0,1200.0
2021,Jul,Kuruvai/Sornavari,CHENGLEPUT,cumbu napier hybrid,forage crops,Well drained sandy loam and clayey loam soils ,5.0,8.6,45.0,55.0,610.63,26.65,24.4,800.0,1000.0
2024,Apr,Navarai/Kodai,KARUR,tomato,vegetables,Sandy loam,6.5,7.5,90.0,140.0,155.97,26.02,21.86,600.0,800.0
2021,Feb,Navarai/Kodai,KOLLI HILLS,chillies,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,120.0,120.0,200.66,28.3,27.36,500.0,500.0
2021,Sep,Kuruvai/Sornavari,SIVAGANGAI,tapoica,Root&tuber,Red lateritic loam,5.5,7.0,270.0,300.0,538.97,25.21,24.93,1000.0,1000.0
2021,Aug,Kuruvai/Sornavari,DHARMAPURI,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.5,8.0,85.0,90.0,172.0,32.09,28.46,350.0,400.0
2023,Jul,Kuruvai/Sornavari,KARUR,Knol-khol,minor vegetables,Sandy loam,5.5,7.0,50.0,65.0,432.64,30.65,16.57,900.0,1200.0
2025,Nov,Samba/Thaladi,VILLUPURAM,Chakravathi keerai,minor vegetables,Sandy loam,4.5,8.3,100.0,100.0,254.6,25.68,19.13,900.0,1200.0
2022,Sep,Kuruvai/Sornavari,VIRUDHUNAGAR,cauliflower,colecrops,LoamySandy,6.5,6.8,55.0,100.0,187.41,31.28,10.0,380.0,500.0
2022,Aug,Kuruvai/Sornavari,ERODE,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,6.5,7.0,140.0,150.0,328.79,43.07,10.89,500.0,700.0
2023,Dec,Samba/Thaladi,DHARMAPURI,Palak,minor vegetables,Sandy loam,6.5,7.0,37.0,45.0,502.99,32.89,10.61,900.0,1200.0
2025,Jun,Kuruvai/Sornavari,TIRUVARUR,Rhubarb,minor vegetables,Sandy loam,6.0,6.8,56.0,70.0,518.43,25.69,10.0,900.0,1200.0
2025,Aug,Kuruvai/Sornavari,KRISHNAGIRI,safflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.4,8.2,120.0,125.0,460.36,33.28,25.97,550.0,725.0
2025,Jun,Kuruvai/Sornavari,KANYAKUMARI,Chakravathi keerai,minor vegetables,Sandy loam,4.5,8.3,100.0,100.0,573.59,25.72,15.6,900.0,1200.0
2021,Nov,Samba/Thaladi,HILLY REGIONS OF SHEVROY,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.0,6.7,90.0,90.0,411.69,27.54,21.41,900.0,1200.0
2021,Jul,Kuruvai/Sornavari,NAMAKAL,sweet potato,Root&tuber,well-drained soil,5.7,6.7,90.0,120.0,382.77,26.44,22.37,1000.0,1000.0
2021,Mar,Navarai/Kodai,THE NILGRIS,amaranthus,greenleafy,Silt Loam to loamy,6.5,7.5,70.0,75.0,441.67,25.41,20.36,1000.0,1000.0
2023,Feb,Navarai/Kodai,MADURAI,Knol-khol,minor vegetables,Sandy loam,5.5,7.0,50.0,65.0,565.41,32.92,13.4,900.0,1200.0
2024,Jun,Kuruvai/Sornavari,COIMBATORE,amaranthus,greenleafy,Silt Loam to loamy,6.5,7.5,70.0,75.0,478.42,29.39,23.39,1000.0,1000.0
2025,Jul,Kuruvai/Sornavari,HILLY REGIONS OF SHEVROY,gherkins,vegetables,Sandy loam,5.8,7.0,90.0,90.0,640.93,33.83,16.9,900.0,1200.0
2021,Jan,Navarai/Kodai,KOLLI HILLS,fodder cholam,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,1095.0,1095.0,204.74,34.63,26.04,300.0,350.0
2023,Oct,Samba/Thaladi,THIRUVANNAMALAI,thinai,millets,"alluvial,loamy ",5.5,7.0,85.0,90.0,232.08,29.34,18.73,500.0,900.0
2024,Feb,Navarai/Kodai,THIRUVANNAMALAI,peas,vegetables,Sandy loam,6.5,7.5,60.0,70.0,793.7,31.88,10.21,900.0,1200.0
2025,Jan,Navarai/Kodai,NAMAKAL,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,6.5,7.0,140.0,150.0,304.39,43.43,15.39,500.0,700.0
2022,Mar,Navarai/Kodai,THALAVADI HILLS,fieldlablab,pulses,Well drained loamy soil,6.2,7.0,105.0,105.0,582.39,28.53,22.64,650.0,1000.0
2023,Sep,Kuruvai/Sornavari,VELLORE,ash gourd,vegetables,Sandy loam,6.0,6.7,120.0,120.0,243.44,31.62,28.63,900.0,1200.0
2023,Dec,Samba/Thaladi,DINDIGUL,muskmelon,vegetables,Sandy Loam,6.5,7.5,70.0,100.0,507.87,31.56,28.93,900.0,1200.0
2024,Jul,Kuruvai/Sornavari,VILLUPURAM,annual moringa,vegetables,Sandy loam,6.5,8.0,210.0,240.0,329.02,36.91,24.75,900.0,1200.0
